project_id,project_name,program_group,project_start_date,project_completion_date,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,planned_tax_benefit
69960,217 BOERUM STREET,Multifamily Incentives Program,2020-04-20T00:00:00.000,2021-02-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69961,486 EAST 28TH STREET,Multifamily Incentives Program,2020-05-04T00:00:00.000,2021-04-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
69962,2513 WALLACE AVENUE,Multifamily Incentives Program,2020-05-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69963,1431 VYSE AVENUE,Multifamily Incentives Program,2020-05-13T00:00:00.000,2020-09-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
69964,85 RUTLEDGE STREET,Multifamily Incentives Program,2020-05-13T00:00:00.000,2020-10-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69965,2155 CATON AVENUE,Multifamily Incentives Program,2020-05-14T00:00:00.000,2021-01-08T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,30,0,421a
69966,2338 2ND AVENUE,Multifamily Incentives Program,2020-05-14T00:00:00.000,2023-02-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,30,0,421a
69967,325 GATES AVENUE,Multifamily Incentives Program,2020-05-15T00:00:00.000,2022-05-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,15,0,15,0,15,48,0,421a
69968,93 LINDEN STREET,Multifamily Incentives Program,2020-05-15T00:00:00.000,2021-04-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,21,0,21,0,21,68,0,421a
69969,1098 MADISON STREET,Multifamily Incentives Program,2020-05-18T00:00:00.000,2022-07-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69970,2245 CRESTON AVENUE,Multifamily Incentives Program,2020-05-18T00:00:00.000,2021-08-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
69971,83 STOCKHOLM STREET,Multifamily Incentives Program,2020-05-19T00:00:00.000,2020-05-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69972,746 EAST 214TH STREET,Multifamily Incentives Program,2020-05-20T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69973,2543 CRUGER AVENUE,Multifamily Incentives Program,2020-05-21T00:00:00.000,2022-07-29T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
69974,555 GRAND STREET,Multifamily Incentives Program,2020-05-26T00:00:00.000,2021-07-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
69975,124 ERASMUS STREET,Multifamily Incentives Program,2020-05-27T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69976,379 HARMAN STREET,Multifamily Incentives Program,2020-05-27T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,32,0,421a
69977,893 WILLOUGHBY AVENUE,Multifamily Incentives Program,2020-05-29T00:00:00.000,2022-08-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69978,221 EAST 105TH STREET,Multifamily Incentives Program,2020-06-01T00:00:00.000,2021-07-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,23,0,421a
69979,739 AND 741 FENIMORE STREET,Multifamily Incentives Program,2020-06-01T00:00:00.000,2020-09-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,13,0,421a
69980,1515 PARK PLACE APARTMENTS,Multifamily Incentives Program,2020-06-02T00:00:00.000,2021-11-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,16,0,16,0,16,52,0,421a
69981,18A BLEECKER STREET,Multifamily Incentives Program,2020-06-02T00:00:00.000,2020-06-02T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69982,436 LAFAYETTE AVENUE,Multifamily Incentives Program,2020-06-03T00:00:00.000,2020-06-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69983,703 HART STREET,Multifamily Incentives Program,2020-06-03T00:00:00.000,2020-06-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,24,0,421a
69984,156-160 ERASMUS STREET,Multifamily Incentives Program,2020-06-05T00:00:00.000,2023-11-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
69985,1709 PARK PLACE,Multifamily Incentives Program,2020-06-05T00:00:00.000,2023-05-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69986,THE HYLAND,Multifamily Incentives Program,2020-06-08T00:00:00.000,2020-06-08T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,26,0,421a
69987,1489-1495 BROOKLYN AVENUE,Multifamily Incentives Program,2020-06-11T00:00:00.000,2021-10-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,16,0,421a
69988,186 GREENPOINT AVENUE,Multifamily Incentives Program,2020-06-15T00:00:00.000,2021-05-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
69989,312 97TH STREET,Multifamily Incentives Program,2020-06-15T00:00:00.000,2022-06-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
69990,3128 HENRY HUDSON PARKWAY EAST,Multifamily Incentives Program,2020-06-16T00:00:00.000,2021-07-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,46,0,421a
69991,594 & 596 POWELL STREET,Multifamily Incentives Program,2020-06-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
69992,24 CEDAR STREET,Multifamily Incentives Program,2020-06-17T00:00:00.000,2021-01-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69993,3053 VILLA AVENUE,Multifamily Incentives Program,2020-06-17T00:00:00.000,2021-07-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,13,0,13,0,13,43,0,421a
69994,1255 BEDFORD AVENUE,Multifamily Incentives Program,2020-06-19T00:00:00.000,2021-11-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
69995,102 CENTRAL AVENUE,Multifamily Incentives Program,2020-06-22T00:00:00.000,2021-09-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
69996,290 UNION AVENUE,Multifamily Incentives Program,2020-06-23T00:00:00.000,2020-08-20T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
69997,3512/3514 FARRAGUT APARTMENTS,Multifamily Incentives Program,2020-06-24T00:00:00.000,2022-06-24T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,16,0,421a
69998,1044 BEDFORD AVENUE,Multifamily Incentives Program,2020-06-25T00:00:00.000,2020-06-25T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,24,0,421a
69999,938 BUSHWICK AVENUE,Multifamily Incentives Program,2020-06-25T00:00:00.000,2023-02-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70000,26-26 18TH STREET,Multifamily Incentives Program,2020-06-26T00:00:00.000,2021-02-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
70001,3506 & 3508 FARRAGUT ROAD,Multifamily Incentives Program,2020-06-26T00:00:00.000,2022-06-24T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,16,0,421a
70002,23-71 31ST STREET,Multifamily Incentives Program,2020-06-27T00:00:00.000,2022-07-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70003,350 RUTLAND ROAD,Multifamily Incentives Program,2020-06-27T00:00:00.000,2020-10-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
70004,41-53 77TH STREET,Multifamily Incentives Program,2020-06-28T00:00:00.000,2020-06-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
70006,104 LINDEN BOULEVARD,Multifamily Incentives Program,2020-06-29T00:00:00.000,2022-04-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,10,0,421a
70007,2232 KIMBALL STREET,Multifamily Incentives Program,2020-06-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
70008,523 WEST 173RD STREET APARTMENTS,Multifamily Incentives Program,2020-06-29T00:00:00.000,2020-06-29T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,2,0,2,8,0,421a
70016,1119 BROADWAY,Multifamily Incentives Program,2020-06-30T00:00:00.000,2020-06-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70017,639 FOSTER AVENUE,Multifamily Incentives Program,2020-06-30T00:00:00.000,2022-01-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
70018,THE STRAND,Multifamily Incentives Program,2020-06-30T00:00:00.000,2022-02-11T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,40,0,40,0,40,132,0,421a
70021,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-01-11T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
70022,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-04-30T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70023,ALBANY KINGSTON HDFC,Multifamily Finance Program,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,Yes,Non Prevailing Wage,150,38,33,0,0,3,224,0,224,224,1,
70026,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2022-06-23T00:00:00.000,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
70027,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2020-08-15T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
70029,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2020-08-27T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70030,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2022-04-22T00:00:00.000,No,Non Prevailing Wage,0,2,0,0,0,0,0,2,2,2,0,
70031,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-10-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
70033,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-02-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
70034,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2020-11-16T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70036,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-02-05T00:00:00.000,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
70038,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2022-03-14T00:00:00.000,No,Non Prevailing Wage,2,0,0,0,0,0,0,2,2,2,0,
70040,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2022-03-19T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70041,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2020-12-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,2,0,0,0,2,2,2,0,
70043,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2020-12-03T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70044,33 FRANKLIN STREET,Multifamily Incentives Program,2021-12-16T00:00:00.000,,No,Non Prevailing Wage,0,0,16,0,0,0,16,0,16,80,0,421a
70047,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-02-05T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
70054,1305 MORRIS AVENUE HDFC.YR15.FY23,Multifamily Finance Program,2022-12-22T00:00:00.000,2022-12-22T00:00:00.000,Yes,Non Prevailing Wage,45,1,18,10,0,0,74,0,74,74,28,420c
70055,CONFIDENTIAL,Confidential,2020-06-30T00:00:00.000,2021-02-10T00:00:00.000,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,2,2,0,
70072,QN-22-61 45TH STREET AND 22-60 46TH STREET_MIH70046,Multifamily Incentives Program,2022-07-21T00:00:00.000,,No,Non Prevailing Wage,0,0,29,0,0,0,19,10,29,99,0,
70076,SEAGIRT SENIOR HOUSING HDFC,Multifamily Finance Program,2021-06-28T00:00:00.000,2024-04-15T00:00:00.000,No,Non Prevailing Wage,147,2,0,2,0,1,152,0,152,152,151,Article XI
70077,THESSALONICA COURT APARTMENTS,Multifamily Finance Program,2020-12-22T00:00:00.000,2021-11-17T00:00:00.000,Yes,Non Prevailing Wage,158,22,10,0,0,1,191,0,191,191,20,
70078,1516 BEDFORD.HPO.FY21,Multifamily Finance Program,2020-11-12T00:00:00.000,2022-09-19T00:00:00.000,No,Non Prevailing Wage,1,3,1,11,0,0,16,0,16,16,0,
70082,ROCKAWAY VILLAGE PHASE 4,Multifamily Finance Program,2021-12-29T00:00:00.000,,No,Non Prevailing Wage,46,46,91,0,0,1,184,0,184,184,0,420c
70089,1010 PACIFIC OWNER LLC_MIH69636,Multifamily Incentives Program,2021-08-10T00:00:00.000,,No,Non Prevailing Wage,0,0,52,0,1,0,53,0,53,175,0,421a
70115,166-20 90TH AVENUE,Multifamily Incentives Program,2022-06-30T00:00:00.000,,No,Non Prevailing Wage,0,0,108,0,0,0,108,0,108,614,0,421a
70119,CONFIDENTIAL,Confidential,2020-07-10T00:00:00.000,2020-07-10T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70126,21 GARDEN STREET,Multifamily Incentives Program,2021-12-08T00:00:00.000,,No,Non Prevailing Wage,0,0,11,0,0,0,11,0,11,50,0,421a
70138,10 MARCY AVE,Multifamily Incentives Program,2022-03-01T00:00:00.000,2023-06-30T00:00:00.000,No,Non Prevailing Wage,0,0,24,0,0,0,24,0,24,123,0,421a
70140,170 FREEMAN STREET (F/K/A 1032-1036 MANHATTAN AVENUE),Multifamily Incentives Program,2024-05-16T00:00:00.000,,No,Non Prevailing Wage,0,0,11,0,0,0,11,0,11,67,0,421a
70149,95-08 147TH PLACE,Multifamily Incentives Program,2023-04-19T00:00:00.000,,No,Non Prevailing Wage,0,0,19,0,98,0,117,0,117,117,0,421a
70150,202 EAST 23RD STREET,Multifamily Incentives Program,2021-06-15T00:00:00.000,,No,Non Prevailing Wage,0,11,11,0,6,0,28,0,28,108,0,421a
70165,BROOK AND BROWN HDFC,Multifamily Finance Program,2020-12-31T00:00:00.000,2020-12-31T00:00:00.000,No,Non Prevailing Wage,80,10,4,0,0,1,95,0,95,95,21,
70170,CRISCUOLO HOMES LP.YR15.FY22,Multifamily Finance Program,2022-06-30T00:00:00.000,2024-06-20T00:00:00.000,No,Non Prevailing Wage,18,51,34,0,0,3,106,0,106,106,11,420c
70171,SAINT FRANCIS PORTFOLIO.GHPP.FY23,Multifamily Finance Program,2023-06-30T00:00:00.000,,No,Non Prevailing Wage,255,0,0,0,0,0,255,0,255,255,0,
70185,CONFIDENTIAL,Confidential,2020-08-21T00:00:00.000,2020-08-21T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70186,CEDAR TREMONT.YR15.FY24,Multifamily Finance Program,2024-02-08T00:00:00.000,,No,Non Prevailing Wage,13,2,2,0,0,1,18,0,18,18,0,420c
70187,BANANA KELLY. BK CLUSTER 2. JOE NYC,Multifamily Finance Program,2023-06-30T00:00:00.000,,No,Non Prevailing Wage,40,16,17,0,0,2,75,0,75,75,0,420a
70188,CLAY AVENUE CLUSTER L.P.YR15.FY21,Multifamily Finance Program,2021-06-17T00:00:00.000,2021-06-17T00:00:00.000,Yes,Non Prevailing Wage,6,52,25,1,0,2,86,0,86,86,3,420c
70189,SHERWOOD LLC.HUDMF.FY23,Multifamily Finance Program,2022-12-15T00:00:00.000,,No,Non Prevailing Wage,171,19,9,4,0,2,205,0,205,205,14,Article XI
70190,CONFIDENTIAL,Confidential,2020-08-27T00:00:00.000,2020-08-27T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70235,570 NOSTRAND AVENUE,Multifamily Incentives Program,2020-08-12T00:00:00.000,2021-10-08T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
70236,1337 GATES AVENUE,Multifamily Incentives Program,2020-08-13T00:00:00.000,2021-02-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
70237,THE ARCHES,Multifamily Incentives Program,2020-08-14T00:00:00.000,2021-07-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,129,0,129,0,129,240,0,421a
70238,ONE BLUE SLIP,Multifamily Incentives Program,2020-08-18T00:00:00.000,2023-01-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,108,0,108,0,108,359,0,421a
70239,1214 GREENE AVENUE,Multifamily Incentives Program,2020-08-19T00:00:00.000,2021-05-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70240,810 FULTON STREET APARTMENTS PHASE II,Multifamily Incentives Program,2020-08-20T00:00:00.000,2021-04-23T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,37,0,37,0,37,363,0,421a
70241,42 EAST 132ND STREET,Multifamily Incentives Program,2020-08-25T00:00:00.000,2020-08-25T00:00:00.000,No,Non Prevailing Wage,0,0,3,0,0,0,3,0,3,12,0,421a
70242,535 GRAND STREET,Multifamily Incentives Program,2020-08-25T00:00:00.000,2022-07-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70243,1609 VOORHIES AVENUE,Multifamily Incentives Program,2020-08-27T00:00:00.000,2023-12-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70244,65 GRAHAM AVENUE,Multifamily Incentives Program,2020-08-31T00:00:00.000,2023-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70245,984 MADISON STREET,Multifamily Incentives Program,2020-08-31T00:00:00.000,2021-07-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,18,0,421a
70246,782 NEW YORK AVENUE,Multifamily Incentives Program,2020-09-01T00:00:00.000,2020-09-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,39,0,421a
70247,1259 51ST STREET,Multifamily Incentives Program,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
70248,1626 & 1630 BROOKLYN AVENUE,Multifamily Incentives Program,2020-09-04T00:00:00.000,2022-02-28T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,16,0,421a
70249,165 STOCKHOLM STREET,Multifamily Incentives Program,2020-09-25T00:00:00.000,2022-08-25T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
70250,74-10 BROADWAY,Multifamily Incentives Program,2020-09-08T00:00:00.000,2022-06-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70251,48 JEFFERSON STREET,Multifamily Incentives Program,2020-09-10T00:00:00.000,2020-09-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70252,65 WOODBINE STREET,Multifamily Incentives Program,2020-09-14T00:00:00.000,2022-03-18T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70253,1801 BROADWAY,Multifamily Incentives Program,2020-09-15T00:00:00.000,2022-05-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,13,0,13,0,13,41,0,421a
70254,410 EAST 28 STREET,Multifamily Incentives Program,2020-09-15T00:00:00.000,2021-11-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70255,THE CROWN,Multifamily Incentives Program,2020-09-15T00:00:00.000,2022-11-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,27,0,421a
70256,222 JOHNSON AVENUE,Multifamily Incentives Program,2020-09-16T00:00:00.000,2022-08-19T00:00:00.000,No,Non Prevailing Wage,0,0,24,0,11,0,35,0,35,116,0,421a
70257,61 SCHAEFER STREET,Multifamily Incentives Program,2020-09-16T00:00:00.000,2021-02-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70258,482 SENECA AVENUE,Multifamily Incentives Program,2020-09-17T00:00:00.000,2020-09-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,20,0,421a
70259,58 GREENPOINT AVENUE,Multifamily Incentives Program,2020-09-17T00:00:00.000,2022-11-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
70260,380 GROVE STREET,Multifamily Incentives Program,2020-09-18T00:00:00.000,2022-01-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,39,0,421a
70261,360 VAN DUZER STREET,Multifamily Incentives Program,2020-09-21T00:00:00.000,2020-09-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70262,50 CLARKSON AVENUE,Multifamily Incentives Program,2020-09-21T00:00:00.000,2022-05-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,28,0,28,0,28,93,0,421a
70263,83-67 116TH STREET,Multifamily Incentives Program,2020-09-22T00:00:00.000,2021-03-12T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,48,0,421a
70264,857 HORNADAY PLACE,Multifamily Incentives Program,2020-09-22T00:00:00.000,2021-11-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
70265,1035 CORTELYOU ROAD,Multifamily Incentives Program,2020-09-23T00:00:00.000,2021-08-10T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
70266,168 EAST 100TH STREET,Multifamily Incentives Program,2020-09-23T00:00:00.000,2021-02-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
70267,312 DEVOE STREET,Multifamily Incentives Program,2020-09-23T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
70268,141 WOODBINE STREET,Multifamily Incentives Program,2020-09-24T00:00:00.000,2021-02-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
70269,1520 FULTON STREET,Multifamily Incentives Program,2020-09-24T00:00:00.000,2022-09-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,15,0,15,0,15,49,0,421a
70271,29-19 NEWTOWN AVENUE,Multifamily Incentives Program,2020-09-24T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,44,0,421a
70272,2490 3RD AVENUE,Multifamily Incentives Program,2020-09-29T00:00:00.000,2021-10-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,28,0,421a
70273,SEA BREEZE TOWER,Multifamily Incentives Program,2020-09-29T00:00:00.000,2021-10-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,34,0,34,0,34,112,0,421a
70274,51-55 VERONICA PLACE,Multifamily Incentives Program,2020-09-30T00:00:00.000,2021-06-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,14,0,421a
70276,CLERMONT AREA HDFC.GHPP.FY23,Multifamily Finance Program,2022-10-17T00:00:00.000,,No,Non Prevailing Wage,1,30,10,0,0,0,0,41,41,41,0,
70293,"1281 HOE AVENUE, LLC",Multifamily Incentives Program,2021-06-25T00:00:00.000,2022-11-21T00:00:00.000,No,Non Prevailing Wage,0,0,45,0,0,0,45,0,45,45,45,421a
70305,CONFIDENTIAL,Confidential,2020-09-23T00:00:00.000,2020-09-23T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70308,CONFIDENTIAL,Confidential,2020-09-18T00:00:00.000,2020-09-18T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70357,180 ASHLAND PLACE,Multifamily Incentives Program,2022-05-13T00:00:00.000,,No,Non Prevailing Wage,0,0,28,0,0,0,28,0,28,569,0,421a
70368,2721 COLDEN AVE_MIH70356,Multifamily Incentives Program,2022-04-26T00:00:00.000,,No,Non Prevailing Wage,0,0,13,0,0,0,13,0,13,43,0,421a
70372,211 MCGUINESS,Multifamily Incentives Program,2019-01-03T00:00:00.000,2020-02-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,20,0,20,0,20,197,0,421a
70375,CONFIDENTIAL,Confidential,2020-10-01T00:00:00.000,2020-10-01T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70377,CONFIDENTIAL,Confidential,2020-10-29T00:00:00.000,2020-10-09T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70378,CONFIDENTIAL,Confidential,2020-10-09T00:00:00.000,2020-10-09T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70379,CONFIDENTIAL,Confidential,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70384,241-15 NORTHERN BOULEVARD,Multifamily Incentives Program,2021-06-25T00:00:00.000,,No,Non Prevailing Wage,0,0,16,0,0,0,16,0,16,54,16,421a
70392,153-10 88TH AVE,Multifamily Incentives Program,2021-12-29T00:00:00.000,2024-06-26T00:00:00.000,No,Non Prevailing Wage,0,0,44,0,23,0,67,0,67,223,0,421a
70393,CONFIDENTIAL,Confidential,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,No,Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70398,CONFIDENTIAL,Confidential,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70399,CONFIDENTIAL,Confidential,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70400,CONFIDENTIAL,Confidential,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
70444,915 ELSMERE PLACE,Multifamily Incentives Program,2021-06-25T00:00:00.000,2023-01-24T00:00:00.000,No,Non Prevailing Wage,0,0,27,0,0,0,27,0,27,76,27,421a
